NAME	DESCRIPTION	1	2	3	4
SLC25A5	na	0.05726409456225115	0.2039291841267975	0.06273999465077165	0.05309564136277998
CRLF1	na	0.0	0.0	0.0	0.0
TMEM98	na	0.07736475894174272	1.5595117200623528e-21	0.3481514362801963	0.06589674651249164
NUDCD3	na	0.33023668462866856	0.4470632882585533	5.0370912765691017e-17	0.07511023164616276
PHLDB1	na	0.3174147757812957	0.11126552072211462	0.20843578327885007	0.08785537810643512
CTNS	na	0.0	0.0	0.0	0.0
OFD1	na	0.0	0.0	0.0	0.0
PHPT1	na	0.08220286906318044	0.297356103699024	0.21432837251386988	0.14723585603086622
CROCC	na	0.0	0.0	0.0	0.0
RASAL2	na	0.0	0.0	0.0	0.0
MARK3	na	0.0	0.0	0.0	0.0
XRCC5	na	0.0	0.0	0.0	0.0
COL16A1	na	0.5611953587051575	0.31415115057735493	0.17506832330565228	0.19261997517958065
PAPOLA	na	0.0	0.0	0.0	0.0
TNRC6A	na	0.0	0.0	0.0	0.0
SEMA6A	na	0.0	0.0	0.0	0.0
MYL6	na	0.21382538717694702	0.438164155974923	0.7151298066696187	0.27243011686557755
HSP90AB1	na	0.2291753478751359	0.2007229012051122	0.5872409765979364	0.18118074953035015
LZTR1	na	0.0	0.0	0.0	0.0
LGALS1	na	0.21340389807747856	0.5434096467108886	0.015452386657714673	0.14371541720063466
PPP6R2	na	0.1014865146708261	0.07854713958310924	0.14929229097042263	0.10907666174285238
TTLL1	na	0.0	0.0	0.0	0.0
MRGBP	na	0.0	0.0	0.0	0.0
MANBAL	na	3.528388290697388e-17	2.2534592073386417e-14	0.6048058789679246	0.18632068698545204
ACOT8	na	0.19244066243445762	1.515807541925234e-18	0.4109935304834574	0.1241104446208754
PIN4	na	0.0	0.0	0.0	0.0
DGKH	na	0.0	0.0	0.0	0.0
METRN	na	0.14394128829807432	0.12865545434610298	4.966403706878315e-22	0.06372870360815422
STUB1	na	0.3456877841646848	0.23852399837699836	0.33121045532684645	0.08272036732658582
EEF1D	na	0.4552441610892307	0.4947988416588257	0.39237440283654756	0.1873432834884691
MED25	na	0.0	0.0	0.0	0.0
PRPF31	na	0.3959229496584009	0.18182658132096685	1.5975870102399363e-13	0.10014631773777279
LSR	na	0.07951496798531175	0.03639142245098703	0.11360886955106589	0.043342975281688116
PTGDS	na	0.29152442991042193	0.32938946773665706	0.6775417502154452	0.2729279608138308
BMPR1A	na	0.0	0.0	0.0	0.0
PSMD3	na	0.2342602712577598	0.5444457129275969	1.0859194614757105e-17	0.12364892632295872
SH3D19	na	0.0	0.0	0.0	0.0
BST1	na	0.0	0.0	0.0	0.0
CCND1	na	0.08046130112087038	0.2840028120653868	0.12336433197393679	0.17614432664999702
AMBRA1	na	0.0	0.0	0.0	0.0
KRT18	na	0.7208791085168583	0.6157054530270326	0.6596984198865969	0.2993622923917721
GPN3	na	0.0	0.0	0.0	0.0
DSE	na	0.0	0.0	0.0	0.0
PDE8B	na	0.0	0.0	0.0	0.0
CEBPZ	na	0.0	0.0	0.0	0.0
