,0
2513,1128
2514,1692
2515,2164
2516,3397
2517,2382
2518,2611
2519,2205
2520,2994
2521,3194
2522,4043
2523,3240
2524,2665
2525,1950
2526,982
2527,1795
2528,2248
2529,2264
2530,2649
2531,2170
2532,1493
2533,1116
2534,1097
2535,881
2536,820
2537,2886
2538,2411
2539,3275
2540,2427
2541,1129
2542,2086
2543,1549
2544,2543
2545,2251
2546,2110
2547,3381
2548,1608
2549,1973
2550,2544
2551,1777
2552,2024
2553,1566
2554,2861
2555,2056
2556,3241
2557,2400
2558,3430
2559,2199
2560,2170
2561,2892
2562,2170
2563,1875
2564,2617
2565,2316
2566,1582
2567,1861
2568,2650
2569,1773
2570,2293
2571,1998
2572,2384
2573,3482
2574,1950
2575,3114
2576,2522
2577,2262
2578,3578
2579,2111
2580,2147
2581,2031
2582,2294
2583,2771
2584,2851
2585,3430
2586,2344
2587,1613
2588,1536
2589,3503
2590,1545
2591,3291
2592,1392
2593,2010
2594,2645
2595,1413
2596,1915
2597,2390
2598,2395
2599,2865
2600,3477
2601,2575
2602,3006
2603,3566
2604,3009
2605,3216
2606,2817
2607,2973
2608,1771
2609,2049
2610,3325
2611,2158
2612,1865
2613,4034
2614,2492
2615,2399
2616,3466
2617,2061
2618,3379
2619,1569
2620,2748
2621,1853
2622,2629
2623,2760
2624,2315
2625,2143
2626,1687
2627,3231
2628,1208
2629,1952
2630,1554
2631,3103
2632,2463
2633,1899
2634,2055
2635,1958
2636,3397
2637,1734
2638,1288
2639,3101
2640,2104
2641,2227
2642,1975
2643,3060
2644,2074
2645,2073
2646,1609
2647,1929
2648,1709
2649,2427
2650,2007
2651,2306
2652,2198
2653,1752
2654,2290
2655,2897
2656,2769
2657,2243
2658,2859
2659,3147
2660,2178
2661,2319
2662,1706
2663,3941
2664,3108
2665,3487
2666,3698
2667,4590
2668,4043
2669,1428
2670,2971
2671,2698
2672,2607
2673,2536
2674,2539
2675,3035
2676,3404
2677,2851
2678,3766
2679,3704
2680,1983
2681,4109
2682,3531
2683,3192
2684,2517
2685,2035
2686,1669
2687,1136
2688,677
2689,1418
2690,2117
2691,2984
2692,2312
2693,2955
2694,2070
2695,2977
2696,3128
2697,2005
2698,2325
2699,1820
2700,2016
2701,2291
2702,1986
2703,1419
2704,2771
2705,2055
2706,2592
2707,2160
2708,2130
2709,2341
2710,2239
2711,1624
2712,2102
2713,2417
2714,2372
2715,1826
2716,2783
2717,2840
2718,2002
2719,2019
2720,2197
2721,2540
2722,2911
2723,3284
2724,2078
2725,3638
2726,2164
2727,2473
2728,4405
2729,3531
2730,2797
2731,3233
2732,3743
2733,3552
2734,3599
2735,3687
2736,3315
2737,4395
2738,3087
2739,2058
2740,3706
2741,3781
2742,3006
2743,3546
2744,1838
2745,3088
2746,3199
2747,3117
2748,3866
2749,3991
2750,1225
2751,1442
2752,1334
2753,1045
2754,1230
2755,1012
2756,1560
2757,2490
2758,2248
2759,2925
2760,2504
2761,3457
2762,2339
2763,2046
2764,2071
2765,2175
2766,2233
2767,2150
2768,1987
2769,1842
2770,2302
2771,2237
2772,1731
2773,1881
2774,2015
2775,2485
2776,2202
2777,2202
2778,2425
2779,1918
2780,986
2781,2494
2782,1638
2783,1889
2784,2303
2785,3289
2786,2579
2787,3881
2788,3724
2789,3091
2790,3689
2791,3213
2792,2925
2793,3749
2794,4277
2795,4150
2796,3888
2797,2994
2798,2681
2799,3532
2800,2516
2801,3009
2802,2898
2803,3074
2804,2100
2805,1819
2806,2053
2807,2683
2808,2168
2809,3254
2810,2320
2811,4125
2812,4289
2813,3611
2814,4623
2815,3631
2816,3826
2817,4620
2818,3936
2819,2200
2820,2342
2821,2967
2822,1701
2823,3304
2824,1835
2825,2365
2826,2580
2827,2433
2828,1516
2829,2123
2830,2244
2831,1207
2832,1706
2833,1418
2834,1443
2835,1665
2836,1695
2837,1733
2838,1943
2839,1032
2840,1074
2841,1494
2842,2023
2843,663
2844,1600
2845,2576
2846,1351
2847,2243
2848,2307
2849,2682
2850,1845
2851,3449
2852,2716
2853,1694
2854,3456
2855,3241
2856,4374
2857,1157
2858,1881
2859,2510
2860,4275
2861,4009
2862,4030
2863,3893
2864,3720
2865,2741
2866,3332
2867,3461
2868,3500
2869,3460
2870,2762
2871,3793
2872,3721
2873,3711
2874,2871
2875,3425
2876,4190
2877,4128
2878,3978
2879,4036
2880,2097
2881,3834
2882,2856
2883,4428
2884,3801
2885,3638
2886,2678
2887,3151
2888,1377
2889,3095
2890,2950
2891,1790
2892,1317
2893,3586
2894,1704
2895,2203
2896,3145
2897,2019
2898,1867
2899,1692
2900,1795
2901,1765
2902,1927
2903,1922
2904,2140
2905,1801
2906,1276
2907,1657
2908,1644
2909,2642
2910,2554
2911,1569
2912,3070
2913,3042
2914,3196
2915,3446
2916,2749
2917,2453
2918,2712
2919,1915
2920,4096
2921,2823
2922,4455
2923,3739
2924,3076
2925,3129
2926,2502
2927,2859
2928,2265
2929,4634
2930,3727
2931,3398
2932,4049
2933,3436
2934,2178
2935,2633
2936,4501
2937,3255
2938,4550
2939,3705
2940,2526
2941,3088
2942,3844
2943,1678
2944,2765
2945,4352
2946,3124
2947,3304
2948,3825
2949,4769
2950,3909
2951,3180
2952,4013
2953,2795
2954,4783
2955,2192
2956,2745
2957,1920
2958,3417
2959,1743
2960,1820
2961,2704
2962,2287
2963,1904
2964,1584
2965,1488
2966,1132
2967,2328
2968,1043
2969,2143
2970,1913
2971,1687
2972,1660
2973,1953
2974,2300
2975,1593
2976,1982
2977,2736
2978,1258
2979,1383
2980,2516
2981,2479
2982,1861
2983,2422
2984,2238
2985,3519
2986,1865
2987,2812
2988,1953
2989,3873
2990,3155
2991,1460
2992,2210
2993,2422
2994,3446
2995,3708
2996,4142
2997,3863
2998,4050
2999,1541
3000,2473
3001,3054
3002,4003
3003,2251
3004,3346
3005,2041
3006,3967
3007,4234
3008,3823
3009,4307
3010,3634
3011,2320
3012,4506
3013,4205
3014,4046
3015,4207
3016,1913
3017,2920
3018,3570
3019,4088
3020,3058
3021,3410
3022,3503
3023,3025
3024,2359
3025,1935
3026,2414
3027,2624
3028,1518
3029,3182
3030,1381
3031,1618
3032,3560
3033,2686
3034,3321
3035,1601
3036,1813
3037,2523
3038,2187
3039,2340
3040,2937
3041,3000
3042,2664
3043,2249
3044,1674
3045,1540
3046,3755
3047,1748
3048,2442
3049,2258
3050,2153
3051,2207
3052,3384
3053,2605
3054,2452
3055,3082
3056,1934
3057,1164
3058,2015
3059,2920
3060,2877
3061,4675
3062,2889
3063,2053
3064,2374
3065,3408
3066,3540
3067,3146
3068,3553
3069,3221
3070,1433
3071,1672
3072,4700
3073,1624
3074,3570
3075,1862
3076,3814
3077,5027
3078,3165
3079,3259
3080,2117
3081,3517
3082,3792
3083,3034
3084,4249
3085,3684
3086,3647
3087,4901
3088,4461
3089,3255
3090,3108
3091,4819
3092,2424
3093,2640
3094,2828
3095,3102
3096,3168
3097,3837
3098,1832
3099,2028
3100,2493
3101,1763
3102,2766
3103,1779
3104,2308
3105,2675
3106,2144
3107,1815
3108,2199
3109,3320
3110,2318
3111,1911
3112,3180
3113,1719
3114,2225
3115,3034
3116,1980
3117,1135
3118,1534
3119,1133
3120,964
3121,1734
3122,1775
3123,2814
3124,2116
3125,3608
3126,3811
3127,3979
3128,2300
3129,3895
3130,2081
3131,2707
3132,5145
3133,2971
3134,3718
3135,1462
3136,3339
3137,2446
3138,3936
3139,3380
3140,1962
3141,3555
3142,2986
3143,2253
3144,2532
3145,1220
3146,1218
3147,1189
3148,2887
3149,2177
3150,2309
3151,1524
3152,1230
3153,2240
3154,1764
3155,4637
3156,3578
3157,3754
3158,3790
3159,4796
3160,6027
3161,5681
3162,4101
3163,2651
3164,4339
3165,4492
3166,1568
3167,1360
3168,2709
3169,1536
3170,1965
3171,2096
3172,2676
3173,2784
3174,2403
3175,3585
3176,3014
3177,2910
3178,2754
3179,2038
3180,1823
3181,2207
3182,1815
3183,3817
3184,2625
3185,2278
3186,1824
3187,1464
3188,2363
3189,2341
3190,2572
3191,3466
3192,2687
3193,2779
3194,2381
3195,2354
3196,1380
3197,1854
3198,3888
3199,3490
3200,1204
3201,3700
3202,2979
3203,3549
3204,2635
3205,3353
3206,2559
3207,2292
3208,4793
3209,2304
3210,3077
3211,2929
3212,2657
3213,2880
3214,2347
3215,3222
3216,2547
3217,1836
3218,1288
3219,2555
3220,1545
3221,993
3222,1319
3223,4059
3224,2163
3225,4212
3226,3711
3227,4575
3228,1485
3229,2655
3230,4212
3231,1958
3232,4321
3233,2827
3234,2457
3235,1988
3236,1465
3237,2146
3238,2282
3239,3970
3240,2274
3241,3423
3242,4614
3243,3431
3244,4975
3245,2683
3246,1900
3247,3472
3248,1698
3249,3721
3250,1915
3251,3643
3252,3336
3253,3273
3254,2709
3255,1378
3256,1914
3257,2958
3258,3108
3259,1681
3260,2432
3261,2067
3262,2631
3263,2025
3264,2540
3265,3727
3266,3961
3267,4118
3268,2898
3269,2832
3270,2269
3271,3525
3272,3638
3273,3025
3274,1590
3275,2026
3276,3645
3277,3376
3278,3298
3279,4214
3280,1752
3281,2551
3282,2067
3283,1332
3284,2178
3285,1924
3286,1303
3287,647
3288,1443
3289,2689
3290,1637
3291,2917
3292,1573
3293,1971
3294,3787
3295,3536
3296,3130
3297,1400
3298,827
3299,1658
3300,1888
3301,1719
3302,2950
3303,2461
3304,3061
3305,2010
3306,2285
3307,1246
3308,2922
3309,2188
3310,1570
3311,891
3312,2227
3313,1273
3314,1743
3315,1474
3316,2008
3317,1684
3318,1061
3319,1657
3320,1274
3321,1518
3322,2136
3323,3014
3324,2757
3325,1823
3326,3144
3327,2322
3328,2750
3329,2742
3330,2316
3331,2754
3332,1970
3333,3000
3334,3066
3335,3605
3336,3364
3337,1628
3338,2723
3339,1176
3340,1334
3341,2643
3342,4528
3343,2458
3344,3164
3345,4287
3346,4275
3347,2796
3348,1719
3349,1101
3350,4290
3351,2558
3352,1089
3353,1038
3354,1156
3355,4367
3356,1656
3357,1940
3358,1306
3359,2402
3360,2121
3361,2438
3362,2483
3363,2437
3364,3736
3365,3194
3366,1561
3367,1518
3368,2619
3369,1451
3370,2796
3371,3115
3372,1175
3373,1499
3374,3215
3375,2300
3376,1490
3377,2698
3378,2280
3379,3501
3380,1899
3381,2648
3382,1932
3383,1682
3384,1702
3385,3801
3386,1480
3387,1952
3388,1659
3389,2121
3390,2511
3391,4373
3392,3409
3393,2608
3394,1241
3395,3147
3396,2343
3397,2320
3398,2088
3399,1118
3400,4234
3401,1863
3402,2514
3403,4268
3404,3657
3405,4133
3406,4088
3407,1763
3408,1031
3409,2743
3410,5560
3411,1417
3412,1841
3413,1728
3414,2232
3415,3074
3416,1662
3417,3230
3418,2798
3419,2198
3420,1569
3421,1611
3422,1317
3423,1986
3424,1229
3425,1695
3426,1615
3427,1787
3428,2715
3429,2974
3430,2437
3431,2531
3432,2504
3433,1431
3434,3051
3435,1895
3436,3207
3437,2274
3438,1586
3439,3206
3440,997
3441,929
3442,2248
3443,2164
3444,4486
3445,2276
3446,3096
3447,1752
3448,1774
3449,3153
3450,2039
3451,2530
3452,1474
3453,2996
3454,2984
3455,2554
3456,1377
3457,2344
3458,1975
3459,1284
3460,2882
3461,3060
3462,1462
3463,1673
3464,4319
3465,2623
3466,4484
3467,1244
3468,1835
3469,3459
3470,3300
3471,2605
3472,2503
3473,2319
3474,3044
3475,2116
3476,3306
3477,2517
3478,1061
3479,1571
3480,5119
3481,2261
3482,1118
3483,2815
3484,3347
3485,2269
3486,2584
3487,2453
3488,2008
3489,2087
3490,2488
3491,3410
3492,1962
3493,4966
3494,2104
3495,2030
3496,2244
3497,1021
3498,1889
3499,2537
3500,1569
3501,3585
3502,4693
3503,2612
3504,1907
3505,1298
3506,5409
3507,2785
3508,3096
3509,1703
3510,2369
3511,2311
3512,1234
3513,1367
3514,2508
3515,1235
3516,1308
3517,2647
3518,4615
3519,3608
3520,1344
3521,1454
3522,2592
3523,2175
3524,3147
3525,2886
3526,3657
3527,4275
3528,2208
3529,2251
3530,2982
3531,1177
3532,2306
3533,2144
3534,3661
3535,1761
3536,2614
3537,2359
3538,3117
3539,2161
3540,2752
3541,2877
3542,1995
3543,1434
3544,1916
3545,3347
3546,1886
3547,2165
3548,2353
3549,2753
3550,3011
3551,3203
3552,4030
3553,1444
3554,1621
3555,3580
3556,2946
3557,2550
3558,3157
3559,3278
3560,2027
3561,3443
3562,2160
3563,2313
3564,3956
3565,3372
3566,3707
3567,3465
3568,1355
3569,2903
3570,4299
3571,3650
3572,1551
3573,1784
3574,1088
3575,2817
3576,4756
3577,3270
3578,2974
3579,1710
3580,1310
3581,1480
3582,2222
3583,2117
3584,3980
3585,2609
3586,3773
3587,4144
3588,2823
3589,2400
3590,1360
3591,1175
3592,1132
3593,1838
3594,1548
3595,2035
3596,1647
3597,1472
3598,1569
3599,3060
3600,2451
3601,3282
3602,2337
3603,1860
3604,2796
3605,2822
3606,2688
3607,2942
3608,1774
3609,4026
3610,3581
3611,2776
3612,2122
3613,1569
3614,2052
3615,2386
3616,3065
3617,1795
3618,4058
3619,1717
3620,3735
3621,3421
3622,2528
3623,3371
3624,2611
3625,2207
3626,4448
3627,3985
3628,3361
3629,2547
3630,2935
3631,1679
3632,2017
3633,2340
3634,3182
3635,1943
3636,3809
3637,1608
3638,1500
3639,3406
3640,3023
3641,3199
3642,2209
3643,2564
3644,4004
3645,4316
3646,3491
3647,4693
3648,3666
3649,2848
3650,4054
3651,4281
3652,3864
3653,4048
3654,3639
3655,1719
3656,1716
3657,2325
3658,803
3659,2666
3660,1311
3661,1249
3662,1876
3663,1498
3664,2577
3665,1576
3666,4427
3667,1007
3668,1260
3669,1444
3670,2491
3671,2389
3672,1896
3673,1613
3674,2477
3675,1859
3676,1999
3677,3475
3678,2486
3679,5012
3680,3922
3681,4694
3682,3128
3683,1887
3684,4102
3685,1110
3686,2091
3687,3182
3688,2831
3689,4828
3690,1848
3691,3414
3692,3030
3693,2416
3694,1278
3695,2377
3696,1718
3697,3443
3698,1938
3699,3478
3700,2985
3701,2878
3702,2755
3703,3954
3704,3410
3705,2437
3706,1774
3707,2514
3708,1896
3709,1845
3710,1323
3711,2682
3712,1750
3713,2826
3714,2430
3715,4784
3716,1725
3717,3805
3718,1306
3719,1425
3720,1266
3721,3525
3722,1656
3723,2766
3724,3022
3725,3109
3726,2570
3727,3631
3728,2728
3729,1525
3730,2018
3731,3169
3732,2620
3733,2414
3734,1413
3735,2357
3736,2314
3737,4566
3738,3846
3739,4844
3740,2774
3741,2690
3742,1048
3743,1995
3744,4626
3745,599
3746,1346
3747,2070
3748,1660
3749,2454
3750,3312
3751,3151
3752,2082
3753,1464
3754,2569
3755,3538
3756,2694
3757,2106
3758,3969
3759,3186
3760,1203
3761,2983
3762,3917
3763,3904
3764,1880
3765,1212
3766,2525
3767,4476
3768,2071
3769,4328
3770,2324
3771,2472
3772,2845
3773,2138
3774,3991
3775,2716
3776,1590
3777,4361
3778,3157
3779,5688
3780,6150
3781,6137
3782,7142
3783,6205
3784,6741
3785,6183
3786,5865
3787,5649
3788,5732
3789,5868
3790,6453
3791,5566
3792,2740
3793,6402
3794,6379
3795,6455
3796,6235
3797,6286
3798,6289
3799,5712
3800,6169
3801,6294
3802,5343
3803,5318
3804,5106
3805,5477
3806,4636
3807,5012
3808,5016
3809,4840
3810,6154
3811,5983
3812,4454
3813,5077
3814,2842
3815,3536
3816,3799
3817,4257
3818,5110
3819,6901
3820,5549
3821,6033
3822,6634
3823,5786
3824,4843
3825,5530
3826,5959
3827,5791
3828,5672
3829,5257
3830,4546
3831,4863
3832,5606
3833,5123
3834,4897
3835,5280
3836,2815
3837,4988
3838,3311
3839,4768
3840,2492
3841,5541
3842,6228
3843,4248
3844,4501
3845,3886
3846,4975
3847,4622
3848,3301
3849,3369
3850,4428
3851,4062
3852,2610
3853,2185
3854,4337
3855,2992
3856,3745
3857,4204
3858,3138
3859,3044
3860,3304
3861,3401
3862,5139
3863,4692
3864,4735
3865,2616
3866,2886
3867,3678
3868,5189
3869,6147
3870,5255
3871,5559
3872,4947
3873,5139
3874,3664
3875,3528
3876,4423
3877,4703
3878,4823
3879,5345
3880,4806
3881,5460
3882,4994
3883,2956
3884,2401
3885,4217
3886,4051
3887,5314
3888,5101
3889,5566
3890,5713
3891,4396
3892,3849
3893,2430
3894,3867
3895,4735
3896,5158
3897,4491
3898,4672
3899,2705
3900,4836
3901,4656
3902,5456
3903,5312
3904,5462
3905,3146
3906,1920
3907,2653
3908,2621
3909,2372
3910,2707
3911,3322
3912,4054
3913,4802
3914,4025
3915,3245
3916,4032
3917,4350
3918,3201
3919,2450
3920,3936
3921,5415
3922,5584
3923,3641
3924,4746
3925,4986
3926,4261
3927,5088
3928,3453
3929,4237
3930,3516
3931,4385
3932,5054
3933,3717
3934,3496
3935,2820
3936,2410
3937,4007
3938,2650
3939,4348
3940,4886
3941,4070
3942,4435
3943,3178
3944,3331
3945,2401
3946,5177
3947,4416
3948,5319
3949,3084
3950,2720
3951,4615
3952,4512
3953,2664
3954,2233
3955,3763
3956,4359
3957,3603
3958,2739
3959,4276
3960,4534
3961,4313
3962,4838
3963,4914
3964,4840
3965,4393
3966,3691
3967,5439
3968,3260
3969,2422
3970,2561
3971,4020
3972,4107
3973,3214
3974,1255
3975,4290
3976,3978
3977,3029
3978,5013
3979,2469
3980,4308
3981,2012
3982,1431
3983,1940
3984,2555
3985,2625
3986,2820
3987,4186
3988,4502
3989,3918
3990,3242
3991,3974
3992,4813
3993,3354
3994,4662
3995,3972
3996,2313
3997,1933
3998,1834
3999,4949
4000,4355
4001,3875
4002,3043
4003,4985
4004,2549
4005,3275
4006,3161
4007,4881
4008,1961
4009,4299
4010,3649
4011,5451
4012,3777
4013,3439
4014,1971
4015,4717
4016,1523
4017,1732
4018,2492
4019,2477
4020,3633
4021,4177
4022,4212
4023,3387
4024,3633
4025,5490
4026,3616
4027,4322
4028,1883
4029,3709
4030,3921
4031,3393
4032,4469
4033,4218
4034,4798
4035,2161
4036,2225
4037,1237
4038,1379
4039,3543
4040,3783
4041,1861
4042,4167
4043,3733
4044,4023
4045,2020
4046,4212
4047,3874
4048,4449
4049,2425
4050,3180
4051,2603
4052,1470
4053,1827
4054,3695
4055,1143
4056,5238
4057,3296
4058,4589
4059,4055
4060,4752
4061,3729
4062,3466
4063,5775
4064,2800
4065,3295
4066,4140
4067,3533
4068,2833
4069,3458
4070,2336
4071,2247
4072,2236
4073,2103
4074,2698
4075,1738
4076,3361
4077,1901
4078,4339
4079,3424
4080,3861
4081,3495
4082,2305
4083,4411
4084,1423
4085,1072
4086,1145
4087,1750
4088,3585
4089,3502
4090,3985
4091,4977
4092,2820
4093,5606
4094,5081
4095,5265
4096,3911
4097,4949
4098,4820
4099,4571
4100,3200
4101,3726
4102,2487
4103,4573
4104,2909
4105,3586
4106,2291
4107,2399
4108,1302
4109,1058
4110,1792
4111,4088
4112,2137
4113,3346
4114,1677
4115,4255
4116,2602
4117,3944
4118,5799
4119,3661
4120,3308
4121,4826
4122,470
4123,4705
4124,4391
4125,4246
4126,4607
4127,4096
4128,3642
4129,3810
4130,2450
4131,3015
4132,2615
4133,4925
4134,4054
4135,4036
4136,2970
4137,2580
4138,5950
4139,3781
4140,4100
4141,3231
4142,4694
4143,3920
4144,5092
4145,2815
4146,4790
4147,4428
4148,5068
4149,5232
4150,3831
4151,4784
4152,3766
4153,4573
4154,3606
4155,3585
4156,3709
4157,2180
4158,4261
4159,3350
4160,4412
4161,2358
4162,3625
4163,4404
4164,5049
4165,3546
4166,3136
4167,4850
4168,4503
4169,3817
4170,4406
4171,4507
4172,4492
4173,3497
4174,4724
4175,5762
4176,5172
4177,5136
4178,4177
4179,5014
4180,4674
4181,5625
4182,3165
4183,5275
4184,4775
4185,4402
4186,4107
4187,2788
4188,2287
4189,2056
4190,3032
4191,2416
4192,4906
4193,4469
4194,5759
4195,6440
4196,5443
4197,4756
4198,3663
4199,5605
4200,4378
4201,4278
4202,4632
4203,5869
4204,5140
4205,4976
4206,4408
4207,3329
4208,3824
4209,4214
4210,4601
4211,4914
4212,4446
4213,4910
4214,4475
4215,4155
4216,4508
4217,4229
4218,3826
4219,4097
4220,4081
4221,4576
4222,5191
4223,4716
4224,5010
4225,4502
4226,5012
4227,3595
4228,4645
4229,4953
4230,5041
4231,4536
4232,5306
4233,4524
4234,5554
4235,5279
4236,6089
4237,3683
4238,3554
4239,2121
4240,3162
4241,3108
4242,5358
4243,3815
4244,3740
4245,3573
4246,5447
4247,3874
4248,5258
4249,4708
4250,5182
4251,4392
4252,5589
4253,5203
4254,5948
4255,4380
4256,5378
4257,4846
4258,4746
4259,4128
4260,4258
4261,3902
4262,4891
4263,5000
4264,5440
4265,4259
4266,5170
4267,3629
4268,4101
4269,3843
4270,3048
4271,3785
4272,4492
4273,4587
4274,4528
4275,4778
4276,4835
4277,6011
4278,5767
4279,4994
4280,5360
4281,4906
4282,4471
4283,4343
4284,6289
4285,5965
4286,5585
4287,5633
4288,4495
4289,3455
4290,5168
4291,4473
4292,4617
4293,5491
4294,4349
4295,3802
4296,4983
4297,2761
4298,4550
4299,5582
4300,5673
4301,5110
4302,4738
4303,5534
4304,5730
4305,5287
4306,5082
4307,4701
4308,5608
4309,5166
4310,5080
4311,4788
4312,5252
4313,4111
4314,2720
4315,5107
4316,4941
4317,4271
4318,3842
4319,4634
4320,4458
4321,4800
4322,4264
4323,4841
4324,3525
4325,6473
4326,5306
4327,4582
4328,4761
4329,5833
4330,4784
4331,5703
4332,4125
4333,5121
4334,4225
4335,4796
4336,5130
4337,4541
4338,5675
4339,5662
4340,3765
4341,5048
4342,4518
4343,5497
4344,6182
4345,5015
4346,5031
4347,5860
4348,4417
4349,4452
4350,6149
4351,6329
4352,5349
4353,4973
4354,5508
4355,5321
4356,5266
4357,6348
4358,5354
4359,4512
4360,4289
4361,4395
4362,5789
4363,4977
4364,4368
4365,3764
4366,3419
4367,4178
4368,3019
4369,3737
4370,4196
4371,3920
4372,3642
4373,3280
4374,3705
4375,4821
4376,3696
4377,4080
4378,1014
4379,4958
4380,5295
4381,5504
4382,4639
4383,4962
4384,5020
4385,5661
4386,6532
4387,5611
4388,5290
4389,4558
4390,4528
4391,4821
4392,5898
4393,5490
4394,5904
4395,4661
4396,6097
4397,5124
4398,5723
4399,5991
4400,3704
4401,3542
4402,3151
4403,3008
4404,3934
4405,3927
4406,3933
4407,3770
4408,3777
4409,4017
4410,4503
4411,5178
4412,4545
4413,4786
4414,5928
4415,5286
4416,5655
4417,5339
4418,5078
4419,6168
4420,6063
4421,5706
4422,5568
4423,5692
4424,5233
4425,6973
4426,5090
4427,5341
4428,5515
4429,4479
4430,4291
4431,4819
4432,6131
4433,6290
4434,5519
4435,5080
4436,6069
4437,4356
4438,4985
4439,4951
4440,5837
4441,6370
4442,3075
4443,2519
4444,3268
4445,4926
4446,5213
4447,5388
4448,4791
4449,5638
4450,179
4451,5604
4452,4243
4453,5742
4454,5354
4455,6384
4456,2490
4457,6033
4458,5699
4459,4926
4460,5771
4461,5575
4462,5376
4463,5291
4464,5580
4465,6023
4466,5602
4467,5557
4468,6225
4469,4676
4470,5450
4471,5929
4472,6359
4473,5736
4474,6042
4475,5463
4476,4644
4477,6440
4478,5023
4479,4606
4480,4370
4481,3190
4482,4909
4483,3988
4484,4099
4485,4030
4486,4402
4487,4305
4488,6329
4489,5476
4490,5747
4491,5228
4492,4837
4493,5720
4494,5556
4495,5400
4496,3795
4497,5427
4498,5060
4499,5038
4500,5435
4501,4741
4502,5344
4503,5443
4504,5428
4505,4869
4506,5387
4507,4271
4508,4514
4509,5041
4510,4617
4511,4372
4512,4432
4513,5200
4514,4684
4515,4747
4516,5174
4517,4979
4518,5020
4519,4810
4520,4593
4521,5039
4522,5531
4523,4017
4524,5237
4525,4729
4526,4480
4527,4150
4528,4600
4529,4975
4530,4821
4531,5025
4532,4065
4533,4116
4534,4127
4535,2843
4536,4223
4537,4757
4538,4518
4539,5213
4540,5486
4541,6017
4542,5148
4543,4819
4544,5328
4545,4834
4546,5115
4547,5623
4548,5743
4549,5073
4550,5136
4551,4641
4552,5427
4553,4826
4554,4275
4555,4576
4556,4119
4557,4981
4558,4413
4559,3961
4560,5057
4561,5013
4562,4398
4563,4358
4564,5390
4565,4682
4566,5552
4567,5871
4568,4699
4569,5010
4570,5310
4571,5517
4572,4911
4573,5336
4574,5894
4575,6172
4576,2044
4577,5624
4578,5485
4579,5101
4580,4419
4581,4940
4582,4996
4583,4096
4584,4624
4585,4606
4586,4610
4587,4293
4588,3853
4589,5554
4590,5315
4591,4807
4592,5394
4593,5205
4594,5395
4595,4714
4596,5691
4597,4343
4598,4962
4599,5563
4600,5372
4601,4483
4602,4946
4603,4406
4604,5588
4605,4612
4606,4315
4607,3991
4608,4708
4609,4680
4610,2725
4611,4232
4612,5105
4613,4373
4614,4194
4615,4636
4616,3743
4617,4093
4618,3045
4619,5096
4620,3797
4621,3454
4622,3522
4623,2010
4624,3766
4625,3761
4626,2281
4627,1085
4628,2978
4629,2425
4630,3238
4631,3342
4632,1928
4633,1580
4634,486
4635,1929
4636,2960
4637,4821
4638,1694
4639,5533
4640,3487
4641,5194
4642,3997
4643,3065
4644,4376
4645,3342
4646,3972
4647,3631
4648,2366
4649,2816
4650,1931
4651,2108
4652,4658
4653,5485
4654,4127
4655,4463
4656,5709
4657,4857
4658,4664
4659,4489
4660,3321
4661,4226
4662,3193
4663,5301
4664,4877
4665,2046
4666,3537
4667,1089
4668,3298
4669,1589
4670,2025
4671,2012
4672,2228
4673,4766
4674,2130
4675,5893
4676,4345
4677,4601
4678,5055
4679,4734
4680,2516
4681,4643
4682,2570
4683,4624
4684,3511
4685,1449
4686,2265
4687,2347
4688,3905
4689,2513
4690,463
4691,2494
4692,845
4693,704
4694,2477
4695,1026
4696,2210
4697,2795
4698,5156
4699,4017
4700,3819
4701,5088
4702,4804
4703,6565
4704,2843
4705,1398
4706,1153
4707,2992
4708,957
4709,3138
4710,1224
4711,2397
4712,1349
4713,3735
4714,677
4715,1265
4716,1235
4717,1782
4718,1544
4719,4720
4720,4622
4721,3406
4722,5676
4723,1632
4724,2810
4725,1497
4726,2703
4727,1664
4728,3542
4729,3569
4730,1719
4731,2877
4732,1317
4733,2663
4734,1648
4735,916
4736,1650
4737,1654
4738,1285
4739,1004
4740,1811
4741,2066
4742,4383
4743,3819
4744,4727
4745,2897
4746,3847
4747,1384
4748,4995
4749,1609
4750,1399
4751,1331
4752,1773
4753,3789
4754,1714
4755,4617
4756,2057
4757,4503
4758,2491
4759,3050
4760,3972
4761,3345
4762,4061
4763,3698
4764,3641
4765,1239
4766,718
4767,1113
4768,974
4769,1676
4770,1652
4771,1830
4772,1644
4773,3660
4774,1732
4775,2884
4776,2412
4777,1576
4778,3127
4779,1925
4780,3187
4781,2021
4782,3731
4783,3003
4784,2564
4785,3085
4786,1751
4787,2539
4788,1929
4789,2690
4790,1529
4791,2376
4792,2470
4793,2993
4794,1635
4795,1099
4796,2490
4797,2083
4798,1364
4799,4277
4800,1530
4801,1530
4802,2255
4803,1868
4804,2894
4805,1551
4806,1604
4807,1935
4808,1559
4809,1217
4810,3588
4811,1140
4812,1318
4813,1245
4814,1486
4815,944
4816,2512
4817,1506
4818,3301
4819,2903
4820,3668
4821,2611
4822,1111
4823,2362
4824,2551
4825,1386
4826,3878
4827,2068
4828,2092
4829,2484
4830,1942
4831,3053
4832,1472
4833,2859
4834,1832
4835,3037
4836,2200
4837,3334
4838,2367
4839,1877
4840,2348
4841,3204
4842,1260
4843,4948
4844,2880
4845,1648
4846,2748
4847,2154
4848,4165
4849,3542
