,0
4850,2683
4851,4067
4852,1961
4853,3307
4854,4082
4855,495
4856,2826
4857,1819
4858,2418
4859,2999
4860,3063
4861,4440
4862,4420
4863,2923
4864,2734
4865,3106
4866,1900
4867,4069
4868,3404
4869,4520
4870,3920
4871,4184
4872,3927
4873,1112
4874,3044
4875,1530
4876,2118
4877,1507
4878,1963
4879,1501
4880,1695
4881,2702
4882,2535
4883,4427
4884,2573
4885,2507
4886,4191
4887,3896
4888,3819
4889,3999
4890,5840
4891,3788
4892,2171
4893,3193
4894,3240
4895,3625
4896,2141
4897,3222
4898,2840
4899,3911
4900,4628
4901,2485
4902,3412
4903,2191
4904,3983
4905,3172
4906,5244
4907,3404
4908,3137
4909,3256
4910,3025
4911,1932
4912,4008
4913,2462
4914,4472
4915,2735
4916,4173
4917,3681
4918,5457
4919,4793
4920,4191
4921,2419
4922,4769
4923,2977
4924,4511
4925,1925
4926,2197
4927,2773
4928,3666
4929,2165
4930,3513
4931,2284
4932,4173
4933,4969
4934,6238
4935,4229
4936,5162
4937,4172
4938,3377
4939,5540
4940,2083
4941,1950
4942,3878
4943,4472
4944,5963
4945,3958
4946,3780
4947,5098
4948,4642
4949,4579
4950,4990
4951,5011
4952,5384
4953,4204
4954,3124
4955,3328
4956,4090
4957,2355
4958,2573
4959,4364
4960,3773
4961,4138
4962,2569
4963,4606
4964,2808
4965,3556
4966,4468
4967,4894
4968,4598
4969,3775
4970,4734
4971,2295
4972,4675
4973,3166
4974,5287
4975,4161
4976,4993
4977,3869
4978,4381
4979,2943
4980,4000
4981,4061
4982,5013
4983,4155
4984,5879
4985,5765
4986,3621
4987,5954
4988,5295
4989,3081
4990,4387
4991,3547
4992,4481
4993,5100
4994,3428
4995,2562
4996,3072
4997,3522
4998,4486
4999,5225
5000,3270
5001,3946
5002,2833
5003,4042
5004,4032
5005,4143
5006,2773
5007,3799
5008,2845
5009,3393
5010,3545
5011,3704
5012,3357
5013,3855
5014,4797
5015,5752
5016,3843
5017,4720
5018,4366
5019,4441
5020,3911
5021,2611
5022,4383
5023,4440
5024,4222
5025,3260
5026,5208
5027,6260
5028,6152
5029,4269
5030,5198
5031,4467
5032,5944
5033,3388
5034,2528
5035,2570
5036,2064
5037,4113
5038,2586
5039,4589
5040,4205
5041,4660
5042,3918
5043,4955
5044,5769
5045,4713
5046,4886
5047,5549
5048,3898
5049,4229
5050,3290
5051,4576
5052,5651
5053,4393
5054,5351
5055,5351
5056,3848
5057,4786
5058,4020
5059,3317
5060,5938
5061,3415
5062,4093
5063,3886
5064,4613
5065,4530
5066,4800
5067,4000
5068,4591
5069,3099
5070,4078
5071,3204
5072,4131
5073,4481
5074,1366
5075,1482
5076,3132
5077,1466
5078,3463
5079,1839
5080,3505
5081,3501
5082,4582
5083,3000
5084,4890
5085,3551
5086,4781
5087,4462
5088,1914
5089,2717
5090,2862
5091,4354
5092,5143
5093,4221
5094,4779
5095,4717
5096,3957
5097,5165
5098,4728
5099,2457
5100,6198
5101,4730
5102,5062
5103,4785
5104,3534
5105,5877
5106,5064
5107,3993
5108,4499
5109,4914
5110,4013
5111,1480
5112,1706
5113,1972
5114,1887
5115,5426
5116,1957
5117,2365
5118,2623
5119,3396
5120,5156
5121,4662
5122,2614
5123,4313
5124,2836
5125,1517
5126,2421
5127,5413
5128,1750
5129,5765
5130,1832
5131,5761
5132,4415
5133,5103
5134,1134
5135,3757
5136,1053
5137,1616
5138,3335
5139,784
5140,5352
5141,3093
5142,5099
5143,4416
5144,3276
5145,1714
5146,4029
5147,1696
5148,2939
5149,5728
5150,5626
5151,1530
5152,1591
5153,3767
5154,4322
5155,4082
5156,4702
5157,4843
5158,4134
5159,4514
5160,5463
5161,3726
5162,5314
5163,6019
5164,5923
5165,4970
5166,4526
5167,4594
5168,2140
5169,947
5170,3587
5171,4946
5172,4651
5173,3963
5174,5090
5175,5579
5176,5498
5177,5776
5178,5518
5179,4370
5180,3832
5181,3383
5182,4655
5183,3082
5184,3378
5185,5946
5186,3015
5187,1674
5188,1287
5189,2800
5190,1477
5191,5485
5192,3743
5193,3829
5194,5402
5195,5126
5196,3628
5197,5132
5198,5183
5199,5832
5200,5365
5201,4385
5202,4250
5203,4942
5204,963
5205,1990
5206,4699
5207,3307
5208,3328
5209,2543
5210,1422
5211,1052
5212,4938
5213,1803
5214,4728
5215,2499
5216,4671
5217,3795
5218,3921
5219,5873
5220,4245
5221,4705
5222,5398
5223,5517
5224,1592
5225,1299
5226,2074
5227,1351
5228,3755
5229,1457
5230,5238
5231,1557
5232,2229
5233,2949
5234,4664
5235,1115
5236,4638
5237,1328
5238,3169
5239,3656
5240,4444
5241,4601
5242,1453
5243,3827
5244,1640
5245,3506
5246,2094
5247,3760
5248,2467
5249,4205
5250,3439
5251,4000
5252,2389
5253,1998
5254,2470
5255,1841
5256,798
5257,860
5258,1668
5259,759
5260,1169
5261,1896
5262,2074
5263,1226
5264,3051
5265,3418
5266,4524
5267,2301
5268,3016
5269,2358
5270,2689
5271,2719
5272,4977
5273,2750
5274,5979
5275,4925
5276,5142
5277,3928
5278,3664
5279,4220
5280,4070
5281,2832
5282,3907
5283,3660
5284,2667
5285,3655
5286,2171
5287,1165
5288,545
5289,725
5290,1138
5291,1244
5292,1305
5293,2103
5294,2727
5295,2026
5296,4590
5297,3144
5298,5045
5299,4186
5300,4692
5301,2482
5302,2594
5303,3603
5304,1712
5305,2621
5306,2224
5307,3228
5308,3517
5309,5101
5310,3710
5311,4473
5312,4199
5313,1470
5314,2097
5315,2769
5316,1810
5317,1963
5318,1674
5319,1310
5320,1090
5321,1044
5322,3521
5323,1378
5324,1981
5325,1884
5326,2359
5327,2783
5328,3044
5329,2170
5330,3302
5331,4660
5332,4497
5333,2563
5334,3618
5335,2066
5336,2958
5337,3527
5338,2713
5339,1945
5340,2709
5341,2558
5342,3733
5343,2337
5344,2403
5345,3476
5346,4385
5347,2109
5348,1972
5349,6060
5350,5673
5351,2771
5352,3446
5353,2716
5354,1836
5355,3025
5356,2830
5357,2676
5358,2205
5359,2064
5360,3104
5361,2137
5362,3045
5363,2643
5364,2084
5365,1957
5366,3276
5367,2708
5368,3394
5369,2274
5370,3257
5371,3915
5372,5790
5373,5538
5374,3898
5375,3938
5376,3713
5377,4152
5378,3474
5379,2445
5380,2375
5381,2123
5382,1907
5383,3612
5384,3776
5385,4382
5386,3022
5387,3511
5388,4871
5389,3108
5390,3680
5391,1802
5392,3557
5393,3054
5394,3356
5395,3225
5396,4291
5397,3182
5398,2611
5399,3969
5400,2032
5401,3890
5402,3079
5403,4423
5404,5675
5405,4356
5406,4802
5407,4107
5408,6262
5409,3983
5410,2702
5411,5173
5412,2102
5413,1933
5414,1702
5415,3700
5416,2096
5417,3632
5418,3434
5419,3227
5420,3877
5421,2913
5422,3881
5423,2956
5424,4496
5425,4164
5426,4997
5427,5399
5428,2479
5429,3514
5430,1464
5431,3518
5432,2980
5433,3436
5434,3519
5435,4326
5436,3762
5437,3669
5438,2958
5439,4409
5440,3804
5441,4564
5442,4768
5443,4570
5444,3423
5445,5237
5446,4155
5447,5547
5448,5572
5449,2500
5450,4042
5451,1567
5452,1479
5453,2709
5454,2621
5455,3626
5456,3277
5457,2495
5458,3788
5459,4713
5460,4060
5461,4750
5462,2322
5463,2900
5464,1759
5465,3848
5466,3528
5467,5339
5468,4603
5469,5063
5470,5310
5471,5894
5472,4935
5473,2273
5474,3126
5475,2230
5476,3344
5477,2667
5478,3375
5479,2574
5480,3273
5481,2911
5482,2180
5483,2884
5484,2270
5485,3214
5486,3133
5487,3153
5488,4314
5489,2713
5490,2512
5491,2362
5492,1429
5493,2127
5494,2013
5495,3788
5496,3307
5497,4744
5498,2816
5499,2483
5500,2948
5501,2462
5502,3346
5503,3632
5504,3876
5505,4585
5506,4357
5507,3599
5508,4309
5509,2609
5510,3661
5511,3385
5512,3821
5513,2616
5514,4675
5515,3132
5516,2789
5517,1651
5518,1646
5519,4156
5520,3266
5521,3414
5522,2270
5523,4278
5524,1838
5525,2381
5526,3795
5527,3745
5528,3472
5529,4346
5530,4129
5531,1975
5532,1585
5533,3792
5534,2417
5535,4476
5536,4136
5537,2998
5538,2276
5539,3188
5540,2916
5541,2394
5542,3581
5543,2576
5544,4365
5545,4642
5546,4493
5547,3039
5548,4510
5549,4431
5550,3477
5551,4957
5552,3598
5553,5254
5554,4299
5555,4807
5556,4684
5557,4217
5558,1667
5559,1204
5560,2221
5561,5150
5562,3268
5563,3994
5564,3570
5565,3111
5566,2807
5567,2262
5568,2503
5569,3254
5570,3416
5571,3833
5572,2891
5573,3638
5574,2993
5575,4307
5576,2965
5577,4402
5578,2600
5579,246
5580,3923
5581,4131
5582,4582
5583,5277
5584,4217
5585,3382
5586,2689
5587,2328
5588,2435
5589,1413
5590,1884
5591,2463
5592,2572
5593,4352
5594,4846
5595,5281
5596,4886
5597,4442
5598,3657
5599,5716
5600,4442
5601,3310
5602,4140
5603,5606
5604,5229
5605,5043
5606,3552
5607,3682
5608,3830
5609,2630
5610,2363
5611,5539
5612,4796
5613,2685
5614,3026
5615,5496
5616,4270
5617,4291
5618,1381
5619,4318
5620,3886
5621,4407
5622,4271
5623,3202
5624,2175
5625,2736
5626,2691
5627,3587
5628,4491
5629,2875
5630,2697
5631,4463
5632,2831
5633,4637
5634,3379
5635,4164
5636,4627
5637,5500
5638,5686
5639,4818
5640,2771
5641,3069
5642,1657
5643,2247
5644,1958
5645,3959
5646,3271
5647,3282
5648,4728
5649,3936
5650,3537
5651,4862
5652,3532
5653,5003
5654,4260
5655,4723
5656,5203
5657,5217
5658,5593
5659,4655
5660,4093
5661,4068
5662,4215
5663,4592
5664,4469
5665,3899
5666,4213
5667,3723
5668,3132
5669,4533
5670,4013
5671,4224
5672,3910
5673,3751
5674,2143
5675,2692
5676,2744
5677,4133
5678,3207
5679,3342
5680,3632
5681,5288
5682,3467
5683,4041
5684,5191
5685,5220
5686,5332
5687,4008
5688,4791
5689,5368
5690,5318
5691,4859
5692,5535
5693,4048
5694,4077
5695,2828
5696,4408
5697,2771
5698,3044
5699,3550
5700,4181
5701,3358
5702,5613
5703,3414
5704,4310
5705,3473
5706,3780
5707,4021
5708,5258
5709,4733
5710,5330
5711,4882
5712,4714
5713,5023
5714,5431
5715,4179
5716,5843
5717,4734
5718,4169
5719,4452
5720,4516
5721,4763
5722,4737
5723,4987
5724,5975
5725,5159
5726,4865
5727,2637
5728,2880
5729,3519
5730,4090
5731,4549
5732,4031
5733,5003
5734,3686
5735,4792
5736,4191
5737,4070
5738,5748
5739,3738
5740,5025
5741,4947
5742,4736
5743,4223
5744,4679
5745,4275
5746,4553
5747,3501
5748,5117
5749,5062
5750,3637
5751,3732
5752,4421
5753,4758
5754,5300
5755,4136
5756,4449
5757,4771
5758,3886
5759,4680
5760,5430
5761,2058
5762,5002
5763,5143
5764,6626
5765,5800
5766,4933
5767,5281
5768,5424
5769,4941
5770,4259
5771,4943
5772,3231
5773,4151
5774,4354
5775,4478
5776,4692
5777,3037
5778,4763
5779,5387
5780,5195
5781,5685
5782,4211
5783,4352
5784,4462
5785,4488
5786,3880
5787,2646
5788,4250
5789,3865
5790,5298
5791,3817
5792,5355
5793,4996
5794,5301
5795,4991
5796,4866
5797,4551
5798,5054
5799,5665
5800,4948
5801,4818
5802,4519
5803,5261
5804,4861
5805,5968
5806,5148
5807,6053
5808,4103
5809,5376
5810,5579
5811,5708
5812,6043
5813,6033
5814,5866
5815,5549
5816,5787
5817,6170
5818,5251
5819,6449
5820,3030
5821,4093
5822,4544
5823,4336
5824,4248
5825,4474
5826,3974
5827,4171
5828,4458
5829,3514
5830,5009
5831,3656
5832,4282
5833,4653
5834,4906
5835,5162
5836,3739
5837,4713
5838,1143
5839,4476
5840,5351
5841,4369
5842,4674
5843,4825
5844,5899
5845,4402
5846,5458
5847,6441
5848,5076
5849,6157
5850,4677
5851,5733
5852,4873
5853,4585
5854,5643
5855,4494
5856,5473
5857,5571
5858,4293
5859,6052
5860,5323
5861,5379
5862,6175
5863,6496
5864,4980
5865,5193
5866,2622
5867,3667
5868,6439
5869,7013
5870,6842
5871,7304
5872,6412
5873,6748
5874,7371
5875,6490
5876,5321
5877,6390
5878,4901
5879,5818
5880,3025
5881,3498
5882,6116
5883,5653
5884,5988
5885,6676
5886,6409
5887,6609
5888,6397
5889,6360
5890,6530
5891,6359
5892,6419
5893,6494
5894,5714
5895,5575
5896,6635
5897,5399
5898,6338
5899,4390
5900,4216
5901,4096
5902,5341
5903,5086
5904,3965
5905,4827
5906,5457
5907,5802
5908,5621
5909,5969
5910,5954
5911,4012
5912,6598
5913,6012
5914,6333
5915,5047
5916,6158
5917,5883
5918,4978
5919,5830
5920,5688
5921,5350
5922,5482
5923,5387
5924,3735
5925,3711
5926,4248
5927,3013
5928,4394
5929,4553
5930,4930
5931,3772
5932,4256
5933,5120
5934,5475
5935,4669
5936,3757
5937,3836
5938,3195
5939,5112
5940,3105
5941,5196
5942,2267
5943,5177
5944,3335
5945,3689
5946,3831
5947,1159
5948,2019
5949,5097
5950,1536
5951,3843
5952,1489
5953,4757
5954,1959
5955,2229
5956,2124
5957,1698
5958,2888
5959,3313
5960,3121
5961,1141
5962,1760
5963,1048
5964,1774
5965,1549
5966,1859
5967,1348
5968,6037
5969,3803
5970,3127
5971,2361
5972,3162
5973,4477
5974,3827
5975,3955
5976,5974
5977,3742
5978,3954
5979,2377
5980,1120
5981,4181
5982,2152
5983,2279
5984,5186
5985,2578
5986,4717
5987,3309
5988,3856
5989,2417
5990,1224
5991,2086
5992,1789
5993,5487
5994,1951
5995,5265
5996,2426
5997,2971
5998,4847
5999,3702
6000,2542
6001,4434
6002,3484
6003,3496
6004,3893
6005,5217
6006,4896
6007,6533
6008,2860
6009,2818
6010,4600
6011,4485
6012,2575
6013,2878
6014,1796
6015,4040
6016,3096
6017,2388
6018,5005
6019,3468
6020,4323
6021,3544
6022,6175
6023,4543
6024,6596
6025,4623
6026,4043
6027,5317
6028,3646
6029,6083
6030,3789
6031,3386
6032,4091
6033,1761
6034,5155
6035,4819
6036,4958
6037,6017
6038,4593
6039,4381
6040,5446
6041,6109
6042,5752
6043,2907
6044,3442
6045,5195
6046,3111
6047,2636
6048,2480
6049,2933
6050,2506
6051,3412
6052,5692
6053,4959
6054,2613
6055,2520
6056,5253
6057,2174
6058,5619
6059,5394
6060,6341
6061,4451
6062,2654
6063,3795
6064,3849
6065,3713
6066,6032
6067,4241
6068,4278
6069,5434
6070,3659
6071,6123
6072,3358
6073,3238
6074,5838
6075,5057
6076,5137
6077,5409
6078,5483
6079,3264
6080,4217
6081,4463
6082,2839
6083,3620
6084,3993
6085,5841
6086,5005
6087,3168
6088,4521
6089,4346
6090,5353
6091,5561
6092,4276
6093,4168
6094,4431
6095,3211
6096,2922
6097,5245
6098,3961
6099,3428
6100,3195
6101,5062
6102,1751
6103,2104
6104,4781
6105,5993
6106,5245
6107,6132
6108,4598
6109,7701
6110,4902
6111,5119
6112,2425
6113,2632
6114,5258
6115,2902
6116,4891
6117,4872
6118,6550
6119,5964
6120,5077
6121,4110
6122,5546
6123,2774
6124,5716
6125,5443
6126,3574
6127,4209
6128,2406
6129,2863
6130,3712
6131,5599
6132,4976
6133,4602
6134,4666
6135,3319
6136,6099
6137,5681
6138,6062
6139,6087
6140,4557
6141,4770
6142,3795
6143,3981
6144,5108
6145,3938
6146,5912
6147,6523
6148,4251
6149,4914
6150,4872
6151,5360
6152,3859
6153,4889
6154,4450
6155,5541
6156,3622
6157,2640
6158,5544
6159,4140
6160,5883
6161,4865
6162,3490
6163,5239
6164,4908
6165,3868
6166,2873
6167,2563
6168,1779
6169,3441
6170,3762
6171,2586
6172,4957
6173,3393
6174,4627
6175,3636
6176,3639
6177,4374
6178,4229
6179,4834
6180,2601
6181,3249
6182,3517
6183,4207
6184,6004
6185,3752
6186,4667
6187,4565
6188,4158
6189,4716
6190,3651
6191,4608
6192,6004
6193,5459
6194,5999
6195,4743
6196,5565
6197,5760
6198,4359
6199,3696
6200,2982
6201,4405
6202,3812
6203,3790
6204,4055
6205,3473
6206,4152
6207,3551
6208,5579
6209,5117
6210,3476
6211,4687
6212,3592
6213,3150
6214,2956
6215,4310
6216,1729
6217,5372
6218,4478
6219,1443
6220,3187
6221,2634
6222,3206
6223,1642
6224,2605
6225,4928
6226,3900
6227,2610
6228,3225
6229,1738
6230,2882
6231,2201
6232,3714
6233,3828
6234,4667
6235,3525
6236,5119
6237,2861
6238,4319
6239,4369
6240,5325
6241,4893
6242,4952
6243,5137
6244,3577
6245,4262
6246,5653
6247,3651
6248,3708
6249,5803
6250,4114
6251,4814
6252,3081
6253,4622
6254,3338
6255,3530
6256,2773
6257,6078
6258,3747
6259,5204
6260,6102
6261,6478
6262,5852
6263,5909
6264,5002
6265,4144
6266,2839
6267,3994
6268,4517
6269,4501
6270,4778
6271,4499
6272,5089
6273,5182
6274,4848
6275,4215
6276,4726
6277,4189
6278,755
6279,1506
6280,1269
6281,1746
6282,1448
6283,2435
6284,2213
6285,2299
6286,5586
6287,5566
6288,5557
6289,5260
6290,5583
6291,4635
6292,3115
6293,4497
6294,4995
6295,3347
6296,5245
6297,4759
6298,6607
6299,5687
6300,5672
6301,4365
6302,4292
6303,4575
6304,4989
6305,5707
6306,2390
6307,1567
6308,2998
6309,1809
6310,2727
6311,3629
6312,4444
6313,3620
6314,4838
6315,5578
6316,4919
6317,5123
6318,5565
6319,5053
6320,5787
6321,7151
6322,4953
6323,4777
6324,3859
6325,5542
6326,3021
6327,2129
6328,5766
6329,3559
6330,4758
6331,5227
6332,5141
6333,4816
6334,4378
6335,6031
6336,5160
6337,5684
6338,5588
6339,5287
6340,5253
6341,3544
6342,5155
6343,4258
6344,6201
6345,6833
6346,4085
6347,3544
6348,5502
6349,4473
6350,4624
6351,3622
6352,4409
6353,4386
6354,3900
6355,5820
6356,5911
6357,5565
6358,5291
6359,5832
6360,6530
6361,5860
6362,4503
6363,2824
6364,3479
6365,2814
6366,5127
6367,2992
6368,3938
6369,3775
6370,3925
6371,2716
6372,5257
6373,3711
6374,3943
6375,2805
6376,4477
6377,3838
6378,6508
6379,5169
6380,969
6381,4159
6382,5679
6383,5813
6384,5283
6385,5943
6386,5689
6387,5049
6388,4583
6389,4343
6390,4980
6391,4965
6392,4324
6393,4541
6394,3665
6395,4888
6396,5463
6397,4676
6398,4786
6399,5086
6400,4664
6401,4918
6402,4847
6403,5700
6404,4359
6405,4518
6406,5460
6407,4877
6408,4847
6409,5892
6410,5369
6411,5217
6412,4316
6413,5060
6414,6220
6415,4856
6416,4874
6417,4729
6418,4705
6419,5520
6420,5144
6421,5259
6422,6096
6423,5012
6424,4207
6425,4428
6426,3561
6427,3782
6428,4112
6429,3650
6430,4910
6431,5032
6432,4958
6433,4349
6434,5550
6435,1447
6436,5370
6437,5143
6438,5175
6439,4935
6440,5911
6441,3967
6442,4736
6443,5173
6444,5236
6445,4770
6446,6310
6447,4627
6448,4620
6449,6499
6450,4514
6451,5695
6452,5050
6453,4571
6454,4794
6455,4514
6456,4404
6457,3456
6458,5159
6459,4323
6460,4916
6461,4602
6462,4041
6463,4277
6464,3576
6465,4112
6466,4692
6467,4230
6468,4764
6469,5240
6470,4360
6471,5521
6472,5015
6473,4875
6474,5088
6475,4532
6476,5273
6477,5110
6478,4477
6479,4073
6480,4571
6481,5188
6482,5963
6483,5025
6484,4356
6485,5360
6486,5092
6487,4543
6488,3624
6489,3965
6490,6040
6491,4063
6492,4773
6493,5653
6494,4920
6495,3372
6496,4855
6497,4487
6498,5079
6499,4744
6500,4677
6501,5187
6502,5347
6503,4908
6504,4935
6505,4865
6506,4832
6507,4835
6508,4054
6509,5500
6510,5001
6511,4358
6512,4047
6513,4588
6514,4331
6515,4460
6516,3940
6517,4149
6518,5175
6519,5356
6520,4848
6521,5709
6522,5549
6523,5084
6524,5455
6525,4495
6526,4987
6527,4887
6528,4509
6529,4414
6530,5788
6531,4361
6532,5551
6533,4583
6534,4818
6535,4501
6536,4926
6537,4783
6538,5361
6539,3893
6540,5278
6541,3734
6542,6461
6543,5143
6544,5101
6545,4670
6546,5382
6547,4585
6548,4370
6549,4159
6550,4715
6551,4352
6552,3666
6553,3401
6554,4405
6555,4202
6556,4213
6557,6138
6558,898
6559,4056
6560,5091
6561,4273
6562,4782
6563,4228
6564,3867
6565,4287
6566,3895
6567,5602
6568,2681
6569,3280
6570,4476
6571,4591
6572,4472
6573,4557
6574,6092
6575,4911
6576,4961
6577,4148
6578,4929
6579,4881
6580,4740
6581,4297
6582,4733
6583,4616
6584,5256
6585,4853
6586,4762
6587,5810
6588,5881
6589,5322
6590,4788
6591,5538
6592,4978
6593,4873
6594,4976
6595,5290
6596,5720
6597,5523
6598,5666
6599,5173
6600,5157
6601,4608
6602,5345
6603,5647
6604,5510
6605,5415
6606,5199
6607,5800
6608,4967
6609,5203
6610,5254
6611,4479
6612,5187
6613,4931
6614,5066
6615,5532
6616,4594
6617,5581
6618,4191
6619,4816
6620,5415
6621,4890
6622,4929
6623,4258
6624,5382
6625,4586
6626,4929
6627,4234
6628,5195
6629,4451
6630,5532
6631,4794
6632,4672
6633,1468
6634,1805
6635,2065
6636,2991
6637,2112
6638,4487
6639,3093
6640,2470
6641,1998
6642,4721
6643,2963
6644,4365
6645,3825
6646,3709
6647,3309
6648,3590
6649,4553
6650,1867
6651,2611
6652,4141
6653,3147
6654,3823
6655,3720
6656,3201
6657,3508
6658,4167
6659,3979
6660,4422
6661,4120
6662,5339
6663,4241
6664,5497
6665,4747
6666,4815
6667,3879
6668,4957
6669,4565
6670,4994
6671,4216
6672,3833
6673,4028
6674,4690
6675,5555
6676,4847
6677,5231
6678,5414
6679,4950
6680,4983
6681,5656
6682,4918
6683,5749
6684,4442
6685,4796
6686,4774
6687,4146
6688,5133
6689,4818
6690,2808
6691,4927
6692,4491
6693,4858
6694,5122
6695,5824
6696,5415
6697,4148
6698,6210
6699,4930
6700,4538
6701,4744
6702,4701
6703,4364
6704,4364
6705,5055
6706,4474
6707,4761
6708,3406
6709,2670
6710,3764
6711,5088
6712,3889
6713,4238
6714,4192
6715,5170
6716,4924
6717,5235
6718,5198
6719,5495
6720,4894
6721,4769
6722,4918
6723,5448
6724,4278
6725,4586
6726,4666
6727,3969
6728,4557
6729,3902
6730,4843
6731,4044
6732,3156
6733,6553
6734,4815
6735,5448
6736,4868
6737,4127
6738,3188
6739,3931
6740,3487
6741,3764
6742,3303
6743,5132
6744,3662
6745,4330
6746,4694
6747,5589
6748,4865
6749,5131
6750,4054
6751,4813
6752,3828
6753,4506
6754,4058
6755,4129
6756,4311
6757,4639
6758,5134
6759,4488
6760,3419
6761,3626
6762,6193
6763,5777
6764,4249
6765,5079
6766,4867
6767,4451
6768,4574
6769,4630
6770,3950
6771,3940
6772,5572
6773,3912
6774,4416
6775,4488
6776,5410
6777,4356
6778,4763
6779,4106
6780,3444
6781,5425
6782,4171
6783,5567
6784,5282
6785,4800
6786,4485
6787,4566
6788,4204
6789,4484
6790,4574
6791,4633
6792,4786
6793,4374
6794,3940
6795,3717
6796,3590
6797,2796
6798,3122
6799,2922
6800,3252
6801,2976
6802,3361
6803,3571
6804,3294
6805,5305
6806,4527
6807,5815
6808,4261
6809,4406
6810,4343
6811,3623
6812,4784
6813,4444
6814,4885
6815,4475
6816,4127
6817,4583
6818,4970
6819,4128
6820,4338
6821,4478
6822,4174
6823,4104
6824,5546
6825,5028
6826,5485
6827,4536
6828,3595
6829,4108
6830,4997
6831,4216
6832,3666
6833,3539
6834,4371
6835,2658
6836,3805
6837,3512
6838,4167
6839,2827
6840,3595
6841,2583
6842,2947
6843,2634
6844,3530
6845,3713
6846,3015
6847,3755
6848,3399
6849,3361
6850,4802
6851,3836
6852,4200
6853,4155
6854,4031
6855,3492
6856,4443
6857,3709
6858,4427
6859,4035
6860,3796
6861,4507
6862,4283
6863,4883
6864,4152
6865,4410
6866,5297
6867,5290
6868,5611
6869,4655
6870,5396
6871,4457
6872,5400
6873,4695
6874,4809
6875,4133
6876,4213
6877,4543
6878,4583
6879,3861
6880,5074
6881,4716
6882,5027
6883,4252
6884,5339
6885,4584
6886,4528
6887,4728
6888,4717
6889,4820
6890,4377
6891,3689
6892,3225
6893,2777
6894,2689
6895,2406
6896,2176
6897,1534
6898,2516
6899,2685
6900,2767
6901,3205
6902,4080
6903,3613
6904,3868
6905,3671
6906,3874
6907,3935
6908,4034
6909,3888
6910,4628
6911,4118
6912,2942
6913,3750
6914,3855
6915,4001
6916,3225
6917,3367
6918,3645
6919,3795
6920,4434
6921,4661
6922,4524
6923,4927
6924,5236
6925,4610
6926,4846
6927,4998
6928,4549
6929,6069
6930,4898
6931,5039
6932,4518
6933,4255
6934,4776
6935,4379
6936,4986
6937,5056
6938,3705
6939,3396
6940,4241
6941,4596
6942,5267
6943,2557
6944,4420
6945,5592
6946,5068
6947,5500
6948,4244
6949,4912
6950,3350
6951,4354
6952,2949
6953,3715
6954,3033
6955,3105
6956,3027
6957,3092
6958,3427
6959,3427
6960,3478
6961,4583
6962,3858
6963,4258
6964,3924
6965,3526
6966,4439
6967,4428
6968,3315
6969,4147
6970,4920
6971,3797
6972,4349
6973,4528
6974,3097
6975,3598
6976,2821
6977,3771
6978,4288
6979,5122
6980,4381
6981,4800
6982,5060
6983,5013
6984,4638
6985,5178
6986,4921
6987,4673
6988,4741
6989,5033
6990,4693
6991,4760
6992,4894
6993,4372
6994,4766
6995,3255
6996,4477
6997,5091
6998,4561
6999,4417
7000,4463
7001,4242
7002,5551
7003,4946
7004,5587
7005,5555
7006,4915
7007,5122
7008,4308
7009,5318
7010,3274
7011,2595
7012,1992
7013,2355
7014,3313
7015,3081
7016,3685
7017,4104
7018,4200
7019,4056
7020,4051
7021,4981
7022,4615
7023,4367
7024,4259
7025,4156
7026,3823
7027,3899
7028,4379
7029,3888
7030,3978
7031,3972
7032,3520
7033,3627
7034,3957
7035,4146
7036,2680
7037,3971
7038,4703
7039,3857
7040,4316
7041,4353
7042,5928
7043,4250
7044,4858
7045,4948
7046,4440
7047,4504
7048,5330
7049,4001
7050,3541
7051,4385
7052,3172
7053,3903
7054,3944
7055,4356
7056,3778
7057,3620
7058,3715
7059,3454
7060,3193
7061,3523
7062,4599
7063,5364
7064,4562
7065,5024
7066,5347
7067,5444
7068,4944
7069,3960
7070,4593
7071,4764
7072,4369
7073,2769
7074,3618
7075,2963
7076,3441
7077,3128
7078,3637
7079,5543
7080,3968
7081,4534
7082,3889
7083,3980
7084,4616
7085,3699
7086,4018
7087,4253
7088,3603
7089,3593
7090,2973
7091,3427
7092,3503
7093,3403
7094,3542
7095,4420
7096,3805
7097,3946
7098,3899
7099,3190
7100,3314
7101,4647
7102,4292
7103,4752
7104,3288
7105,4368
7106,4816
7107,4407
7108,4568
7109,3895
7110,795
7111,4627
7112,4819
7113,4792
7114,4323
7115,3725
7116,3530
7117,4362
7118,4365
7119,4609
7120,4723
7121,5020
7122,5616
7123,4617
7124,5126
7125,4593
7126,3735
7127,5097
7128,3764
7129,4006
7130,3155
7131,3122
7132,3765
7133,4524
7134,5182
7135,4980
7136,5055
7137,4895
7138,4937
7139,4917
7140,4444
7141,5346
7142,3684
7143,4936
7144,3434
7145,4360
7146,4886
7147,4203
7148,4528
7149,5041
7150,4167
7151,4243
7152,3358
7153,4878
7154,2609
7155,3343
7156,3406
7157,2285
7158,2018
7159,3060
7160,3475
7161,3470
7162,4058
7163,3369
7164,4111
7165,2997
7166,3221
7167,4417
7168,4274
7169,4396
7170,4420
7171,4765
7172,3456
7173,3675
7174,4309
7175,4238
7176,4587
7177,4260
7178,4686
7179,4203
7180,4618
7181,4510
7182,5222
7183,4801
7184,4694
