NAME	DESCRIPTION	1	2	3	4	5	6	7
AL627309.1	na	0.2316887691562661	0.06939298294209309	0.013802823840649408	0.13697852560125226	0.06414943909802816	3.868736435864111e-14	3.6896448646667412e-37
AL669831.5	na	0.1359252238370456	0.0046803682287917935	0.01611913308955942	0.14311116370950114	0.07358850257006895	1.1895886116339951e-21	7.324537990009806e-17
LINC00115	na	0.10525583124310652	4.827282636961376e-14	0.12947746254670697	1.9702372982523212e-17	0.054431416023268744	0.05334730720724359	0.9951903452505108
FAM41C	na	0.1741987272015139	4.130264151849849e-17	0.07279077479627893	0.09538448464361705	0.06079434276413086	0.07297493812027747	4.086285958502595e-21
AL645608.1	na	0.07736419153290904	0.005732799621155479	0.06766658857775397	0.12443404212505305	0.07423842460771139	8.582592902339931e-13	0.005647488474063027
SAMD11	na	0.05490478057030254	4.49182478725702e-17	0.09124171491244674	0.11802116370812776	0.06912530206884607	0.011670665748489916	0.03620659716675687
NOC2L	na	0.04528374289802296	2.2587633275147614e-17	0.10096352655023019	0.12305376241474272	0.07388307954217091	0.004410241370128458	0.03262107024791421
KLHL17	na	0.06459783956412292	0.009789547741309855	0.05803522869038957	0.1260740835876282	0.07234492739879327	2.977847749498456e-19	0.014600967614449336
PLEKHN1	na	5.611641907963644e-18	0.11537017883184365	0.15989753663323938	3.3148721718570417e-13	0.07132225851622324	3.161690606226297e-16	0.023594717109564727
PERM1	na	0.09368656085481857	1.51705380844461	1.4165860189903223e-18	0.0995300866905425	0.021687986625832135	0.3049242519712105	1.1975524342882067
AL645608.8	na	1.17864620910257e-17	0.03321797770471544	0.09105332067937832	0.07551357051990962	0.06765407121599971	6.474518204942542e-13	0.36362060592602996
HES4	na	0.014971705930280813	2.832185961142299e-20	0.0745402684234533	0.12062127669413054	0.07028766899993293	0.007096923950107155	0.048149847766589475
ISG15	na	0.23087626607046888	0.3228846695946159	0.3092970853375844	0.19573693896722888	0.2329708468402311	0.3494423113527829	0.49273868806103666
AGRN	na	0.05239662458846859	1.335320631485711e-25	0.14321662524834944	0.15952926300592435	0.09729013377504038	1.6929788063158827e-23	0.038557594930470965
RNF223	na	0.044754702252202766	7.013247592356577e-19	0.038848887230279586	0.11774880645788666	0.07049119170594652	3.7487056442401677e-22	1.2519660329386225e-18
C1orf159	na	0.03920258442459445	1.6373933564424603e-18	0.08902037776886289	0.1129544431960159	0.07798569084869718	0.0006104946593751573	0.017517176291048018
AL390719.2	na	0.06421450766667386	0.03547987017044779	0.16181727600567347	0.003959801302628621	0.07084176639743807	0.047724996692781955	1.6510142361966223e-23
TNFRSF18	na	3.487644020603167e-19	0.001602983302717063	0.1545746157666067	0.002757077513780746	0.06841905261304207	0.07895706833499933	3.739952715666699e-24
TNFRSF4	na	0.05114292195574503	1.9950702854281348e-16	0.07286521488526762	0.09782407108740358	0.06410795354940983	0.022900293216757635	0.05233388914319639
SDF4	na	0.0441840782953382	5.911416484990028e-14	0.11237689902568794	0.13291812973837622	0.07858394764051442	0.015729685998101713	0.04056534141355586
B3GALT6	na	0.06498584026785818	0.005790617970211383	0.09534932235577019	0.08769312674334094	0.07162208430725132	0.009346251118445524	2.3301896541493233e-18
C1QTNF12	na	0.20524872126450136	0.07290538454979846	0.1331389500455739	2.5019210040895374e-13	0.06269056216323544	8.018330867554827e-15	0.5184719392913121
UBE2J2	na	0.05617291327090796	3.888081656075766e-14	0.09739093170632666	0.113662340427871	0.07270441966023093	0.013001200116183078	0.021569212363681693
SCNN1D	na	2.5764611199110984e-19	0.23927312835736902	0.02043834689440506	0.10114993513367927	0.06904662710310205	0.14806832976280127	0.06627924012075988
ACAP3	na	0.05169292687340519	3.6336365174170054e-16	0.11570426514211517	0.09942964859360821	0.08011906266542103	0.01777605944879355	1.1121809750937424e-18
PUSL1	na	0.0723564121961988	8.302471520295207e-18	0.08170343693720321	0.09740945813742295	0.06982780357760557	0.011129365085784685	0.008768746706003914
INTS11	na	0.05580544457488305	3.891678794702424e-21	0.11217480423278456	0.1103865363636317	0.07139620542910001	0.017607472394894665	0.03170414605631417
CPTP	na	0.024553267835249606	1.797537012604064e-19	0.09443152709528628	0.0983536639909887	0.07447621145693621	0.007163897698243589	0.02850570600644868
TAS1R3	na	0.1702102938842085	0.056082549339228016	0.07476248149691954	0.08978796130493308	0.06786494226164533	1.0298059857858056e-21	1.477516760763197e-15
DVL1	na	0.07278212136594579	0.002237654822719509	0.07831693191358972	0.11126443425469965	0.07323972231819506	0.009761554566087035	0.009142496352750624
MXRA8	na	0.05304281329163522	0.005195658017198879	0.11624963509685732	0.07503936460235071	0.06293741465875383	0.050692654548412736	0.03526490942785627
AURKAIP1	na	0.12079753155097536	0.04552124999217754	0.16395577415051313	0.22465086920844893	0.12193127440912876	0.051779379548331055	0.1250697666007652
CCNL2	na	0.05285433503858563	2.2974397060796222e-20	0.1136101991701297	0.12018928107382573	0.07726369781221454	0.013066457838113669	0.03043174800832093
